,T,lambda,gamma,strategy
1148,10,0.25,11,60
1149,10,0.25,11,50
1150,10,0.25,11,80
1151,10,0.25,11,70
1152,10,0.25,11,80
1153,10,0.25,11,70
1154,10,0.25,11,70
1155,10,0.25,11,50
1156,10,0.25,11,80
1157,10,0.25,11,80
1158,10,0.25,11,80
1159,10,0.25,11,80
1160,10,0.25,11,70
1161,10,0.25,11,60
1162,10,0.25,11,70
1163,10,0.25,11,80
1164,10,0.25,11,20
1165,10,0.25,11,70
1166,10,0.25,11,60
1167,10,0.25,11,70
1168,10,0.25,11,70
1169,10,0.25,11,70
1170,10,0.25,11,60
1171,10,0.25,11,50
1172,10,0.25,11,70
1173,10,0.25,11,80
1174,10,0.25,11,60
1175,10,0.25,11,80
1176,10,0.25,11,70
1177,10,0.25,11,70
1178,10,0.25,11,70
1179,10,0.25,11,80
1180,10,0.25,11,70
1181,10,0.25,11,60
1182,10,0.25,11,40
1183,10,0.25,11,60
1184,10,0.25,11,70
1185,10,0.25,11,60
1186,10,0.25,11,70
1187,10,0.25,11,70
1188,10,0.25,11,60
1189,10,0.25,11,60
1190,10,0.25,11,80
1191,10,0.25,11,70
1192,10,0.25,11,70
1193,10,0.25,11,80
1194,10,0.25,11,60
1195,10,0.25,11,70
1196,10,0.25,11,70
1197,10,0.25,11,80
1198,10,0.25,11,70
1199,10,0.25,11,80
1200,10,0.25,11,60
1201,10,0.25,11,60
1202,10,0.25,11,80
1203,10,0.25,11,80
1204,10,0.25,11,80
1205,10,0.25,11,70
1206,10,0.25,11,60
1207,10,0.25,11,40
1208,10,0.25,11,80
1209,10,0.25,11,80
1210,10,0.25,11,70
1211,10,0.25,11,50
1212,10,0.25,11,80
1213,10,0.25,11,80
1214,10,0.25,11,70
1215,10,0.25,11,70
1216,10,0.25,11,80
1217,10,0.25,11,70
1218,10,0.25,11,40
1219,10,0.25,11,60
1220,10,0.25,11,70
1221,10,0.25,11,70
1222,10,0.25,11,50
1223,10,0.25,11,50
1224,10,0.25,11,50
1225,10,0.25,11,80
1226,10,0.25,11,50
1227,10,0.25,11,70
1228,10,0.25,11,80
1229,10,0.25,11,60
1230,10,0.25,11,60
1231,10,0.25,11,70
1232,10,0.25,11,60
1233,10,0.25,11,80
1234,10,0.25,11,80
1235,10,0.25,11,80
1236,10,0.25,11,70
1237,10,0.25,11,60
1238,10,0.25,11,80
1239,10,0.25,11,80
1240,10,0.25,11,60
1241,10,0.25,11,80
1242,10,0.25,11,70
1243,10,0.25,11,70
1244,10,0.25,11,70
1245,10,0.25,11,70
1246,10,0.25,11,70
1247,10,0.25,11,80
1248,10,0.25,11,80
1249,10,0.25,11,80
1250,10,0.25,11,60
1251,10,0.25,11,50
1252,10,0.25,11,80
1253,10,0.25,11,40
1254,10,0.25,11,60
1255,10,0.25,11,70
1256,10,0.25,11,70
1257,10,0.25,11,60
1258,10,0.25,11,80
1259,10,0.25,11,20
1260,10,0.25,11,40
1261,10,0.25,11,70
1262,10,0.25,11,70
1263,10,0.25,11,70
1264,10,0.25,11,70
1265,10,0.25,11,70
1266,10,0.25,11,80
1267,10,0.25,11,60
1268,10,0.25,11,80
1269,10,0.25,11,60
1270,10,0.25,11,60
1271,10,0.25,11,80
1272,10,0.25,11,60
1273,10,0.25,11,80
1274,10,0.25,11,80
1275,10,0.25,11,40
1276,10,0.25,11,60
1277,10,0.25,11,70
1278,10,0.25,11,80
1279,10,0.25,11,70
1280,10,0.25,11,80
1281,10,0.25,11,70
1282,10,0.25,11,70
1283,10,0.25,11,60
1284,10,0.25,11,80
1285,10,0.25,11,60
1286,10,0.25,11,70
1287,10,0.25,11,80
1288,10,0.25,11,50
1289,10,0.25,11,80
1290,10,0.25,11,80
1291,10,0.25,11,60
1292,10,0.25,11,80
1293,10,0.25,11,70
1294,10,0.25,11,70
1295,10,0.25,11,80
1296,10,0.25,11,80
1297,10,0.25,11,70
1298,10,0.25,11,60
1299,10,0.25,11,80
1300,10,0.25,11,50
1301,10,0.25,11,40
1302,10,0.25,11,80
1303,10,0.25,11,70
1304,10,0.25,11,70
1305,10,0.25,11,80
1306,10,0.25,11,70
1307,10,0.25,11,60
1308,10,0.25,11,50
1309,10,0.25,11,70
1310,10,0.25,11,70
1311,10,0.25,11,70
1312,10,0.25,11,70
1313,10,0.25,11,60
1314,10,0.25,11,30
1315,10,0.25,11,70
1316,10,0.25,11,80
1317,10,0.25,11,70
1318,10,0.25,11,70
1319,10,0.25,11,80
1320,10,0.25,11,80
1321,10,0.25,11,70
1322,10,0.25,11,80
1323,10,0.25,11,50
1324,10,0.25,11,50
1325,10,0.25,11,60
1326,10,0.25,11,80
1327,10,0.25,11,70
1328,10,0.25,11,70
1329,10,0.25,11,70
1330,10,0.25,11,70
1331,10,0.25,11,80
1332,10,0.25,11,80
1333,10,0.25,11,70
1334,10,0.25,11,80
1335,10,0.25,11,80
1336,10,0.25,11,60
1337,10,0.25,11,40
1338,10,0.25,11,60
1339,10,0.25,11,80
1340,10,0.25,11,70
1341,10,0.25,11,50
1342,10,0.25,11,70
1343,10,0.25,11,60
1344,10,0.25,11,50
1345,10,0.25,11,50
1346,10,0.25,11,60
1347,10,0.25,11,80
1348,10,0.25,11,50
1349,10,0.25,11,80
1350,10,0.25,11,80
1351,10,0.25,11,70
1352,10,0.25,11,60
1353,10,0.25,11,80
1354,10,0.25,11,70
1355,10,0.25,11,50
1356,10,0.25,11,70
1357,10,0.25,11,60
1358,10,0.25,11,60
1359,10,0.25,11,70
1360,10,0.25,11,60
1361,10,0.25,11,50
1362,10,0.25,11,80
1363,10,0.25,11,70
1364,10,0.25,11,60
1365,10,0.25,11,70
1366,10,0.25,11,80
1367,10,0.25,11,60
1368,10,0.25,11,70
1369,10,0.25,11,80
1370,10,0.25,11,70
1371,10,0.25,11,60
1372,10,0.25,11,70
1373,10,0.25,11,50
1374,10,0.25,11,70
1375,10,0.25,11,60
1376,10,0.25,11,70
1377,10,0.25,11,70
1378,10,0.25,11,60
1379,10,0.25,11,80
1380,10,0.25,11,50
1381,10,0.25,11,80
1382,10,0.25,11,70
1383,10,0.25,11,50
1384,10,0.25,11,80
1385,10,0.25,11,50
1386,10,0.25,11,80
1387,10,0.25,11,80
1388,10,0.25,11,60
1389,10,0.25,11,80
1390,10,0.25,11,60
1391,10,0.25,11,70
1392,10,0.25,11,70
1393,10,0.25,11,80
1394,10,0.25,11,60
1395,10,0.25,11,80
1396,10,0.25,11,60
1397,10,0.25,11,50
1398,10,0.25,11,40
1399,10,0.25,11,60
1400,10,0.25,11,30
1401,10,0.25,11,80
1402,10,0.25,11,70
1403,10,0.25,11,60
1404,10,0.25,11,50
1405,10,0.25,11,60
1406,10,0.25,11,80
1407,10,0.25,11,80
1408,10,0.25,11,60
1409,10,0.25,11,70
1410,10,0.25,11,80
1411,10,0.25,11,60
1412,10,0.25,11,80
1413,10,0.25,11,80
1414,10,0.25,11,80
1415,10,0.25,11,60
1416,10,0.25,11,60
1417,10,0.25,11,50
1418,10,0.25,11,50
1419,10,0.25,11,70
1420,10,0.25,11,60
1421,10,0.25,11,80
1422,10,0.25,11,70
1423,10,0.25,11,70
1424,10,0.25,11,70
1425,10,0.25,11,80
1426,10,0.25,11,80
1427,10,0.25,11,60
1428,10,0.25,11,70
1429,10,0.25,11,70
1430,10,0.25,11,70
1431,10,0.25,11,60
1432,10,0.25,11,70
1433,10,0.25,11,80
1434,10,0.25,11,70
1435,10,0.25,11,70
1436,10,0.25,11,60
1437,10,0.25,11,70
1438,10,0.25,11,80
1439,10,0.25,11,80
1440,10,0.25,11,80
1441,10,0.25,11,80
1442,10,0.25,11,80
1443,10,0.25,11,70
1444,10,0.25,11,60
1445,10,0.25,11,60
1446,10,0.25,11,60
1447,10,0.25,11,80
1448,10,0.25,11,60
1449,10,0.25,11,50
1450,10,0.25,11,70
1451,10,0.25,11,70
1452,10,0.25,11,70
1453,10,0.25,11,70
1454,10,0.25,11,60
1455,10,0.25,11,40
1456,10,0.25,11,70
1457,10,0.25,11,80
1458,10,0.25,11,80
1459,10,0.25,11,80
1460,10,0.25,11,80
1461,10,0.25,11,80
1462,10,0.25,11,60
1463,10,0.25,11,60
1464,10,0.25,11,70
1465,10,0.25,11,50
1466,10,0.25,11,40
1467,10,0.25,11,80
1468,10,0.25,11,50
1469,10,0.25,11,80
1470,10,0.25,11,70
1471,10,0.25,11,80
1472,10,0.25,11,70
1473,10,0.25,11,70
1474,10,0.25,11,70
1475,10,0.25,11,80
1476,10,0.25,11,60
1477,10,0.25,11,70
1478,10,0.25,11,70
1479,10,0.25,11,80
1480,10,0.25,11,40
1481,10,0.25,11,70
1482,10,0.25,11,60
1483,10,0.25,11,70
1484,10,0.25,11,80
1485,10,0.25,11,60
1486,10,0.25,11,70
1487,10,0.25,11,70
1488,10,0.25,11,80
1489,10,0.25,11,60
1490,10,0.25,11,60
1491,10,0.25,11,80
1492,10,0.25,11,70
1493,10,0.25,11,50
1494,10,0.25,11,60
1495,10,0.25,11,50
1496,10,0.25,11,70
1497,10,0.25,11,80
1498,10,0.25,11,70
1499,10,0.25,11,80
1500,10,0.25,11,60
1501,10,0.25,11,80
1502,10,0.25,11,70
1503,10,0.25,11,70
1504,10,0.25,11,60
1505,10,0.25,11,80
1506,10,0.25,11,70
1507,10,0.25,11,80
1508,10,0.25,11,60
1509,10,0.25,11,50
1510,10,0.25,11,70
1511,10,0.25,11,70
1512,10,0.25,11,30
1513,10,0.25,11,70
1514,10,0.25,11,70
1515,10,0.25,11,70
1516,10,0.25,11,50
1517,10,0.25,11,50
1518,10,0.25,11,60
1519,10,0.25,11,40
1520,10,0.25,11,60
1521,10,0.25,11,80
1522,10,0.25,11,50
1523,10,0.25,11,70
1524,10,0.25,11,60
1525,10,0.25,11,80
1526,10,0.25,11,30
1527,10,0.25,11,60
1528,10,0.25,11,60
1529,10,0.25,11,70
1530,10,0.25,11,80
1531,10,0.25,11,80
1532,10,0.25,11,60
1533,10,0.25,11,60
1534,10,0.25,11,70
1535,10,0.25,11,70
1536,10,0.25,11,70
1537,10,0.25,11,60
1538,10,0.25,11,70
1539,10,0.25,11,60
1540,10,0.25,11,70
1541,10,0.25,11,70
1542,10,0.25,11,60
1543,10,0.25,11,70
1544,10,0.25,11,80
1545,10,0.25,11,40
1546,10,0.25,11,60
1547,10,0.25,11,70
1548,10,0.25,11,60
1549,10,0.25,11,70
1550,10,0.25,11,70
1551,10,0.25,11,70
1552,10,0.25,11,70
1553,10,0.25,11,60
1554,10,0.25,11,70
1555,10,0.25,11,60
1556,10,0.25,11,80
1557,10,0.25,11,80
1558,10,0.25,11,70
1559,10,0.25,11,80
1560,10,0.25,11,70
1561,10,0.25,11,60
1562,10,0.25,11,80
1563,10,0.25,11,70
1564,10,0.25,11,70
1565,10,0.25,11,70
1566,10,0.25,11,80
1567,10,0.25,11,70
1568,10,0.25,11,50
1569,10,0.25,11,80
1570,10,0.25,11,70
1571,10,0.25,11,30
1572,10,0.25,11,50
1573,10,0.25,11,80
1574,10,0.25,11,80
1575,10,0.25,11,60
1576,10,0.25,11,80
1577,10,0.25,11,80
1578,10,0.25,11,60
1579,10,0.25,11,80
1580,10,0.25,11,70
1581,10,0.25,11,80
1582,10,0.25,11,80
1583,10,0.25,11,80
1584,10,0.25,11,60
1585,10,0.25,11,60
1586,10,0.25,11,70
1587,10,0.25,11,80
1588,10,0.25,11,60
1589,10,0.25,11,70
1590,10,0.25,11,70
1591,10,0.25,11,60
1592,10,0.25,11,80
1593,10,0.25,11,60
1594,10,0.25,11,70
1595,10,0.25,11,80
1596,10,0.25,11,70
1597,10,0.25,11,70
1598,10,0.25,11,80
1599,10,0.25,11,50
1600,10,0.25,11,50
1601,10,0.25,11,80
1602,10,0.25,11,80
1603,10,0.25,11,80
1604,10,0.25,11,80
1605,10,0.25,11,80
1606,10,0.25,11,70
1607,10,0.25,11,50
1608,10,0.25,11,80
1609,10,0.25,11,80
1610,10,0.25,11,70
1611,10,0.25,11,70
1612,10,0.25,11,80
1613,10,0.25,11,70
1614,10,0.25,11,50
1615,10,0.25,11,70
1616,10,0.25,11,60
1617,10,0.25,11,80
1618,10,0.25,11,80
1619,10,0.25,11,70
1620,10,0.25,11,70
1621,10,0.25,11,60
1622,10,0.25,11,70
1623,10,0.25,11,70
1624,10,0.25,11,80
1625,10,0.25,11,80
1626,10,0.25,11,70
1627,10,0.25,11,60
1628,10,0.25,11,80
1629,10,0.25,11,80
1630,10,0.25,11,80
1631,10,0.25,11,60
1632,10,0.25,11,80
1633,10,0.25,11,80
1634,10,0.25,11,80
1635,10,0.25,11,70
1636,10,0.25,11,80
1637,10,0.25,11,80
1638,10,0.25,11,70
1639,10,0.25,11,60
1640,10,0.25,11,80
1641,10,0.25,11,60
1642,10,0.25,11,80
1643,10,0.25,11,70
1644,10,0.25,11,50
1645,10,0.25,11,70
1646,10,0.25,11,70
1647,10,0.25,11,70
1648,10,0.25,11,70
1649,10,0.25,11,80
1650,10,0.25,11,80
1651,10,0.25,11,60
1652,10,0.25,11,70
1653,10,0.25,11,80
1654,10,0.25,11,80
1655,10,0.25,11,60
1656,10,0.25,11,70
1657,10,0.25,11,40
1658,10,0.25,11,80
1659,10,0.25,11,60
1660,10,0.25,11,80
1661,10,0.25,11,80
1662,10,0.25,11,70
1663,10,0.25,11,60
1664,10,0.25,11,60
1665,10,0.25,11,80
1666,10,0.25,11,50
1667,10,0.25,11,80
1668,10,0.25,11,60
1669,10,0.25,11,80
1670,10,0.25,11,50
1671,10,0.25,11,70
1672,10,0.25,11,70
1673,10,0.25,11,60
1674,10,0.25,11,80
1675,10,0.25,11,60
1676,10,0.25,11,70
1677,10,0.25,11,80
1678,10,0.25,11,80
1679,10,0.25,11,80
1680,10,0.25,11,80
1681,10,0.25,11,80
1682,10,0.25,11,50
1683,10,0.25,11,80
1684,10,0.25,11,60
1685,10,0.25,11,70
1686,10,0.25,11,80
1687,10,0.25,11,40
1688,10,0.25,11,50
1689,10,0.25,11,80
1690,10,0.25,11,70
1691,10,0.25,11,80
1692,10,0.25,11,60
1693,10,0.25,11,80
1694,10,0.25,11,80
1695,10,0.25,11,80
1696,10,0.25,11,60
1697,10,0.25,11,70
1698,10,0.25,11,70
1699,10,0.25,11,60
1700,10,0.25,11,50
1701,10,0.25,11,80
1702,10,0.25,11,70
1703,10,0.25,11,80
1704,10,0.25,11,80
1705,10,0.25,11,60
1706,10,0.25,11,80
1707,10,0.25,11,70
1708,10,0.25,11,80
1709,10,0.25,11,60
1710,10,0.25,11,60
1711,10,0.25,11,70
1712,10,0.25,11,80
1713,10,0.25,11,80
1714,10,0.25,11,70
1715,10,0.25,11,60
1716,10,0.25,11,80
1717,10,0.25,11,80
1718,10,0.25,11,80
1719,10,0.25,11,70
1720,10,0.25,11,80
1721,10,0.25,11,70
1722,10,0.25,11,50
1723,10,0.25,11,50
1724,10,0.25,11,60
1725,10,0.25,11,70
1726,10,0.25,11,60
1727,10,0.25,11,80
1728,10,0.25,11,70
1729,10,0.25,11,60
1730,10,0.25,11,80
1731,10,0.25,11,80
1732,10,0.25,11,70
1733,10,0.25,11,80
1734,10,0.25,11,60
1735,10,0.25,11,70
1736,10,0.25,11,70
1737,10,0.25,11,70
1738,10,0.25,11,80
1739,10,0.25,11,40
1740,10,0.25,11,80
1741,10,0.25,11,80
1742,10,0.25,11,80
1743,10,0.25,11,80
1744,10,0.25,11,70
1745,10,0.25,11,80
1746,10,0.25,11,70
1747,10,0.25,11,70
1748,10,0.25,11,60
1749,10,0.25,11,70
1750,10,0.25,11,60
1751,10,0.25,11,40
1752,10,0.25,11,80
1753,10,0.25,11,70
1754,10,0.25,11,60
1755,10,0.25,11,70
1756,10,0.25,11,40
1757,10,0.25,11,80
1758,10,0.25,11,50
1759,10,0.25,11,70
1760,10,0.25,11,60
1761,10,0.25,11,60
1762,10,0.25,11,60
1763,10,0.25,11,60
1764,10,0.25,11,60
1765,10,0.25,11,70
1766,10,0.25,11,40
1767,10,0.25,11,60
1768,10,0.25,11,50
1769,10,0.25,11,60
1770,10,0.25,11,60
1771,10,0.25,11,70
1772,10,0.25,11,80
1773,10,0.25,11,70
1774,10,0.25,11,60
1775,10,0.25,11,60
1776,10,0.25,11,70
1777,10,0.25,11,40
1778,10,0.25,11,70
1779,10,0.25,11,80
1780,10,0.25,11,60
1781,10,0.25,11,80
1782,10,0.25,11,80
1783,10,0.25,11,80
1784,10,0.25,11,70
1785,10,0.25,11,70
1786,10,0.25,11,60
1787,10,0.25,11,80
1788,10,0.25,11,70
1789,10,0.25,11,70
1790,10,0.25,11,70
1791,10,0.25,11,70
1792,10,0.25,11,60
1793,10,0.25,11,60
1794,10,0.25,11,70
1795,10,0.25,11,80
1796,10,0.25,11,80
1797,10,0.25,11,80
1798,10,0.25,11,70
1799,10,0.25,11,60
1800,10,0.25,11,80
1801,10,0.25,11,80
1802,10,0.25,11,60
1803,10,0.25,11,70
1804,10,0.25,11,30
1805,10,0.25,11,80
1806,10,0.25,11,40
1807,10,0.25,11,80
1808,10,0.25,11,70
1809,10,0.25,11,80
1810,10,0.25,11,70
1811,10,0.25,11,70
1812,10,0.25,11,40
1813,10,0.25,11,30
1814,10,0.25,11,80
1815,10,0.25,11,70
1816,10,0.25,11,70
1817,10,0.25,11,60
1818,10,0.25,11,60
1819,10,0.25,11,70
1820,10,0.25,11,40
1821,10,0.25,11,50
1822,10,0.25,11,80
1823,10,0.25,11,80
1824,10,0.25,11,60
1825,10,0.25,11,80
1826,10,0.25,11,60
1827,10,0.25,11,40
1828,10,0.25,11,80
1829,10,0.25,11,80
1830,10,0.25,11,80
1831,10,0.25,11,60
1832,10,0.25,11,70
1833,10,0.25,11,70
1834,10,0.25,11,70
1835,10,0.25,11,60
1836,10,0.25,11,80
1837,10,0.25,11,80
1838,10,0.25,11,80
1839,10,0.25,11,80
1840,10,0.25,11,60
1841,10,0.25,11,80
1842,10,0.25,11,70
1843,10,0.25,11,60
1844,10,0.25,11,80
1845,10,0.25,11,80
1846,10,0.25,11,70
1847,10,0.25,11,70
1848,10,0.25,11,80
1849,10,0.25,11,80
1850,10,0.25,11,50
1851,10,0.25,11,60
1852,10,0.25,11,80
1853,10,0.25,11,70
1854,10,0.25,11,30
1855,10,0.25,11,60
1856,10,0.25,11,60
1857,10,0.25,11,30
1858,10,0.25,11,50
1859,10,0.25,11,50
1860,10,0.25,11,60
1861,10,0.25,11,80
1862,10,0.25,11,80
1863,10,0.25,11,40
1864,10,0.25,11,60
1865,10,0.25,11,50
1866,10,0.25,11,60
1867,10,0.25,11,80
1868,10,0.25,11,80
1869,10,0.25,11,70
1870,10,0.25,11,80
1871,10,0.25,11,70
1872,10,0.25,11,80
1873,10,0.25,11,80
1874,10,0.25,11,80
1875,10,0.25,11,70
1876,10,0.25,11,80
1877,10,0.25,11,70
1878,10,0.25,11,80
1879,10,0.25,11,80
1880,10,0.25,11,60
1881,10,0.25,11,70
1882,10,0.25,11,80
1883,10,0.25,11,80
1884,10,0.25,11,30
1885,10,0.25,11,80
1886,10,0.25,11,80
1887,10,0.25,11,80
1888,10,0.25,11,70
1889,10,0.25,11,60
1890,10,0.25,11,70
1891,10,0.25,11,60
1892,10,0.25,11,70
1893,10,0.25,11,70
1894,10,0.25,11,70
1895,10,0.25,11,80
1896,10,0.25,11,80
1897,10,0.25,11,70
1898,10,0.25,11,60
1899,10,0.25,11,80
1900,10,0.25,11,80
1901,10,0.25,11,70
1902,10,0.25,11,80
1903,10,0.25,11,60
1904,10,0.25,11,80
1905,10,0.25,11,70
1906,10,0.25,11,70
1907,10,0.25,11,80
1908,10,0.25,11,40
1909,10,0.25,11,80
1910,10,0.25,11,60
1911,10,0.25,11,70
1912,10,0.25,11,60
1913,10,0.25,11,70
1914,10,0.25,11,70
1915,10,0.25,11,70
1916,10,0.25,11,80
1917,10,0.25,11,60
1918,10,0.25,11,70
1919,10,0.25,11,80
1920,10,0.25,11,80
1921,10,0.25,11,50
1922,10,0.25,11,80
1923,10,0.25,11,70
1924,10,0.25,11,80
1925,10,0.25,11,70
1926,10,0.25,11,80
1927,10,0.25,11,80
1928,10,0.25,11,80
1929,10,0.25,11,60
1930,10,0.25,11,80
1931,10,0.25,11,80
1932,10,0.25,11,60
1933,10,0.25,11,80
1934,10,0.25,11,80
1935,10,0.25,11,80
1936,10,0.25,11,80
1937,10,0.25,11,60
1938,10,0.25,11,70
1939,10,0.25,11,60
1940,10,0.25,11,60
1941,10,0.25,11,70
1942,10,0.25,11,70
1943,10,0.25,11,80
1944,10,0.25,11,70
1945,10,0.25,11,50
1946,10,0.25,11,70
1947,10,0.25,11,80
1948,10,0.25,11,70
1949,10,0.25,11,80
1950,10,0.25,11,60
1951,10,0.25,11,80
1952,10,0.25,11,70
1953,10,0.25,11,70
1954,10,0.25,11,70
1955,10,0.25,11,70
1956,10,0.25,11,80
1957,10,0.25,11,50
1958,10,0.25,11,50
1959,10,0.25,11,60
1960,10,0.25,11,70
1961,10,0.25,11,80
1962,10,0.25,11,80
1963,10,0.25,11,50
1964,10,0.25,11,80
1965,10,0.25,11,70
1966,10,0.25,11,80
1967,10,0.25,11,50
1968,10,0.25,11,40
1969,10,0.25,11,80
1970,10,0.25,11,50
1971,10,0.25,11,60
1972,10,0.25,11,80
1973,10,0.25,11,70
1974,10,0.25,11,80
1975,10,0.25,11,60
1976,10,0.25,11,80
1977,10,0.25,11,80
1978,10,0.25,11,80
1979,10,0.25,11,60
1980,10,0.25,11,60
1981,10,0.25,11,80
1982,10,0.25,11,70
1983,10,0.25,11,70
1984,10,0.25,11,50
1985,10,0.25,11,70
1986,10,0.25,11,70
1987,10,0.25,11,60
1988,10,0.25,11,80
1989,10,0.25,11,80
1990,10,0.25,11,80
1991,10,0.25,11,70
1992,10,0.25,11,80
1993,10,0.25,11,60
1994,10,0.25,11,60
1995,10,0.25,11,70
1996,10,0.25,11,60
1997,10,0.25,11,70
1998,10,0.25,11,80
1999,10,0.25,11,50
2000,10,0.25,11,60
2001,10,0.25,11,70
2002,10,0.25,11,80
2003,10,0.25,11,60
2004,10,0.25,11,80
2005,10,0.25,11,60
2006,10,0.25,11,70
2007,10,0.25,11,80
2008,10,0.25,11,70
2009,10,0.25,11,70
2010,10,0.25,11,70
2011,10,0.25,11,60
2012,10,0.25,11,70
2013,10,0.25,11,70
2014,10,0.25,11,80
2015,10,0.25,11,80
2016,10,0.25,11,70
2017,10,0.25,11,80
2018,10,0.25,11,50
2019,10,0.25,11,50
2020,10,0.25,11,60
2021,10,0.25,11,70
2022,10,0.25,11,80
2023,10,0.25,11,60
2024,10,0.25,11,80
2025,10,0.25,11,70
2026,10,0.25,11,60
2027,10,0.25,11,80
2028,10,0.25,11,60
2029,10,0.25,11,70
2030,10,0.25,11,80
2031,10,0.25,11,60
2032,10,0.25,11,20
2033,10,0.25,11,80
2034,10,0.25,11,80
2035,10,0.25,11,80
2036,10,0.25,11,80
2037,10,0.25,11,80
2038,10,0.25,11,80
2039,10,0.25,11,70
2040,10,0.25,11,70
2041,10,0.25,11,70
2042,10,0.25,11,70
2043,10,0.25,11,70
2044,10,0.25,11,60
2045,10,0.25,11,70
2046,10,0.25,11,60
2047,10,0.25,11,70
2048,10,0.25,11,60
2049,10,0.25,11,80
2050,10,0.25,11,30
2051,10,0.25,11,40
2052,10,0.25,11,70
2053,10,0.25,11,60
2054,10,0.25,11,80
2055,10,0.25,11,70
2056,10,0.25,11,70
2057,10,0.25,11,60
2058,10,0.25,11,80
2059,10,0.25,11,80
2060,10,0.25,11,80
2061,10,0.25,11,60
2062,10,0.25,11,60
2063,10,0.25,11,50
2064,10,0.25,11,70
2065,10,0.25,11,80
2066,10,0.25,11,60
2067,10,0.25,11,50
2068,10,0.25,11,70
2069,10,0.25,11,50
2070,10,0.25,11,80
2071,10,0.25,11,70
2072,10,0.25,11,80
2073,10,0.25,11,70
2074,10,0.25,11,70
2075,10,0.25,11,70
2076,10,0.25,11,40
2077,10,0.25,11,50
2078,10,0.25,11,70
2079,10,0.25,11,80
2080,10,0.25,11,50
2081,10,0.25,11,70
2082,10,0.25,11,60
2083,10,0.25,11,70
2084,10,0.25,11,80
2085,10,0.25,11,80
2086,10,0.25,11,70
2087,10,0.25,11,60
2088,10,0.25,11,60
2089,10,0.25,11,60
2090,10,0.25,11,80
2091,10,0.25,11,60
2092,10,0.25,11,80
2093,10,0.25,11,70
2094,10,0.25,11,70
2095,10,0.25,11,70
2096,10,0.25,11,60
2097,10,0.25,11,70
2098,10,0.25,11,80
2099,10,0.25,11,80
2100,10,0.25,11,80
2101,10,0.25,11,70
2102,10,0.25,11,80
2103,10,0.25,11,70
2104,10,0.25,11,70
2105,10,0.25,11,80
2106,10,0.25,11,60
2107,10,0.25,11,70
2108,10,0.25,11,80
2109,10,0.25,11,50
2110,10,0.25,11,60
2111,10,0.25,11,50
2112,10,0.25,11,60
2113,10,0.25,11,60
2114,10,0.25,11,60
2115,10,0.25,11,50
2116,10,0.25,11,50
2117,10,0.25,11,60
2118,10,0.25,11,80
2119,10,0.25,11,80
2120,10,0.25,11,50
2121,10,0.25,11,50
2122,10,0.25,11,80
2123,10,0.25,11,70
2124,10,0.25,11,80
2125,10,0.25,11,80
2126,10,0.25,11,60
2127,10,0.25,11,60
2128,10,0.25,11,60
2129,10,0.25,11,80
2130,10,0.25,11,70
2131,10,0.25,11,70
2132,10,0.25,11,70
2133,10,0.25,11,70
2134,10,0.25,11,80
2135,10,0.25,11,60
2136,10,0.25,11,80
2137,10,0.25,11,40
2138,10,0.25,11,70
2139,10,0.25,11,80
2140,10,0.25,11,70
2141,10,0.25,11,80
2142,10,0.25,11,60
2143,10,0.25,11,70
2144,10,0.25,11,70
2145,10,0.25,11,70
2146,10,0.25,11,80
2147,10,0.25,11,80
2148,10,0.25,11,60
2149,10,0.25,11,80
2150,10,0.25,11,70
2151,10,0.25,11,70
2152,10,0.25,11,80
2153,10,0.25,11,80
2154,10,0.25,11,50
2155,10,0.25,11,70
2156,10,0.25,11,80
2157,10,0.25,11,70
2158,10,0.25,11,60
2159,10,0.25,11,70
2160,10,0.25,11,50
2161,10,0.25,11,60
2162,10,0.25,11,80
2163,10,0.25,11,70
2164,10,0.25,11,50
2165,10,0.25,11,60
2166,10,0.25,11,40
2167,10,0.25,11,70
2168,10,0.25,11,70
2169,10,0.25,11,60
2170,10,0.25,11,60
2171,10,0.25,11,70
2172,10,0.25,11,80
2173,10,0.25,11,80
2174,10,0.25,11,70
2175,10,0.25,11,60
2176,10,0.25,11,60
2177,10,0.25,11,80
2178,10,0.25,11,40
2179,10,0.25,11,80
2180,10,0.25,11,60
2181,10,0.25,11,60
2182,10,0.25,11,80
2183,10,0.25,11,60
2184,10,0.25,11,80
2185,10,0.25,11,70
2186,10,0.25,11,80
2187,10,0.25,11,80
2188,10,0.25,11,70
2189,10,0.25,11,70
2190,10,0.25,11,70
2191,10,0.25,11,80
2192,10,0.25,11,60
2193,10,0.25,11,80
2194,10,0.25,11,80
2195,10,0.25,11,70
2196,10,0.25,11,70
2197,10,0.25,11,70
2198,10,0.25,11,60
2199,10,0.25,11,50
2200,10,0.25,11,50
2201,10,0.25,11,80
2202,10,0.25,11,80
2203,10,0.25,11,80
2204,10,0.25,11,60
2205,10,0.25,11,80
2206,10,0.25,11,80
2207,10,0.25,11,70
2208,10,0.25,11,70
2209,10,0.25,11,60
2210,10,0.25,11,80
2211,10,0.25,11,60
2212,10,0.25,11,70
2213,10,0.25,11,70
2214,10,0.25,11,50
2215,10,0.25,11,80
2216,10,0.25,11,80
2217,10,0.25,11,80
2218,10,0.25,11,70
2219,10,0.25,11,80
2220,10,0.25,11,80
2221,10,0.25,11,70
2222,10,0.25,11,80
