,T,lambda,gamma,strategy
2664,10,0.25,,coop
2665,10,0.25,,coop
2666,10,0.25,,coop
2667,10,0.25,,coop
2668,10,0.25,,coop
2669,10,0.25,,coop
2670,10,0.25,,coop
2671,10,0.25,,coop
2672,10,0.25,,coop
2673,10,0.25,,coop
2674,10,0.25,,coop
2675,10,0.25,,coop
2676,10,0.25,,coop
2677,10,0.25,,coop
2678,10,0.25,,coop
2679,10,0.25,,coop
2680,10,0.25,,coop
2681,10,0.25,,coop
2682,10,0.25,,coop
2683,10,0.25,,coop
2684,10,0.25,,coop
2685,10,0.25,,coop
2686,10,0.25,,coop
2687,10,0.25,,coop
2688,10,0.25,,coop
2689,10,0.25,,coop
2690,10,0.25,,coop
2691,10,0.25,,coop
2692,10,0.25,,coop
2693,10,0.25,,coop
2694,10,0.25,,coop
2695,10,0.25,,coop
2696,10,0.25,,coop
2697,10,0.25,,coop
2698,10,0.25,,coop
2699,10,0.25,,coop
2700,10,0.25,,coop
2701,10,0.25,,coop
2702,10,0.25,,coop
2703,10,0.25,,coop
2704,10,0.25,,coop
2705,10,0.25,,coop
2706,10,0.25,,coop
2707,10,0.25,,coop
2708,10,0.25,,coop
2709,10,0.25,,coop
2710,10,0.25,,coop
2711,10,0.25,,coop
2712,10,0.25,,coop
2713,10,0.25,,coop
2714,10,0.25,,coop
2715,10,0.25,,coop
2716,10,0.25,,coop
2717,10,0.25,,coop
2718,10,0.25,,coop
2719,10,0.25,,coop
2720,10,0.25,,coop
2721,10,0.25,,coop
2722,10,0.25,,coop
2723,10,0.25,,coop
2724,10,0.25,,coop
2725,10,0.25,,coop
2726,10,0.25,,coop
2727,10,0.25,,coop
2728,10,0.25,,coop
2729,10,0.25,,coop
2730,10,0.25,,coop
2731,10,0.25,,coop
2732,10,0.25,,coop
2733,10,0.25,,coop
2734,10,0.25,,coop
2735,10,0.25,,coop
2736,10,0.25,,coop
2737,10,0.25,,coop
2738,10,0.25,,coop
2739,10,0.25,,coop
2740,10,0.25,,coop
2741,10,0.25,,coop
2742,10,0.25,,coop
2743,10,0.25,,coop
2744,10,0.25,,coop
2745,10,0.25,,coop
2746,10,0.25,,coop
2747,10,0.25,,coop
2748,10,0.25,,coop
2749,10,0.25,,coop
2750,10,0.25,,coop
2751,10,0.25,,coop
2752,10,0.25,,coop
2753,10,0.25,,coop
2754,10,0.25,,coop
2755,10,0.25,,coop
2756,10,0.25,,coop
2757,10,0.25,,coop
2758,10,0.25,,coop
2759,10,0.25,,coop
2760,10,0.25,,coop
2761,10,0.25,,coop
2762,10,0.25,,coop
2763,10,0.25,,coop
2764,10,0.25,,coop
2765,10,0.25,,coop
2766,10,0.25,,coop
2767,10,0.25,,coop
2768,10,0.25,,coop
2769,10,0.25,,coop
2770,10,0.25,,coop
2771,10,0.25,,coop
2772,10,0.25,,coop
2773,10,0.25,,coop
2774,10,0.25,,coop
2775,10,0.25,,coop
2776,10,0.25,,coop
2777,10,0.25,,coop
2778,10,0.25,,coop
2779,10,0.25,,coop
2780,10,0.25,,coop
2781,10,0.25,,coop
2782,10,0.25,,coop
2783,10,0.25,,coop
2784,10,0.25,,coop
2785,10,0.25,,coop
2786,10,0.25,,coop
2787,10,0.25,,coop
2788,10,0.25,,coop
2789,10,0.25,,coop
2790,10,0.25,,coop
2791,10,0.25,,coop
2792,10,0.25,,coop
2793,10,0.25,,coop
2794,10,0.25,,coop
2795,10,0.25,,coop
2796,10,0.25,,coop
2797,10,0.25,,coop
2798,10,0.25,,coop
2799,10,0.25,,coop
2800,10,0.25,,coop
2801,10,0.25,,coop
2802,10,0.25,,coop
2803,10,0.25,,coop
2804,10,0.25,,coop
2805,10,0.25,,coop
2806,10,0.25,,coop
2807,10,0.25,,defect
2808,10,0.25,,coop
2809,10,0.25,,coop
2810,10,0.25,,coop
2811,10,0.25,,coop
2812,10,0.25,,coop
2813,10,0.25,,coop
2814,10,0.25,,coop
2815,10,0.25,,coop
2816,10,0.25,,coop
2817,10,0.25,,coop
2818,10,0.25,,coop
2819,10,0.25,,coop
2820,10,0.25,,coop
2821,10,0.25,,coop
2822,10,0.25,,coop
2823,10,0.25,,coop
2824,10,0.25,,coop
2825,10,0.25,,coop
2826,10,0.25,,coop
2827,10,0.25,,coop
2828,10,0.25,,coop
2829,10,0.25,,defect
2830,10,0.25,,coop
2831,10,0.25,,coop
2832,10,0.25,,coop
2833,10,0.25,,coop
2834,10,0.25,,coop
2835,10,0.25,,coop
2836,10,0.25,,coop
2837,10,0.25,,coop
2838,10,0.25,,coop
2839,10,0.25,,coop
2840,10,0.25,,coop
2841,10,0.25,,coop
2842,10,0.25,,coop
2843,10,0.25,,coop
2844,10,0.25,,coop
2845,10,0.25,,coop
2846,10,0.25,,coop
2847,10,0.25,,coop
2848,10,0.25,,coop
2849,10,0.25,,coop
2850,10,0.25,,coop
2851,10,0.25,,coop
2852,10,0.25,,coop
2853,10,0.25,,coop
2854,10,0.25,,coop
2855,10,0.25,,coop
2856,10,0.25,,coop
2857,10,0.25,,coop
2858,10,0.25,,coop
2859,10,0.25,,coop
2860,10,0.25,,coop
2861,10,0.25,,coop
2862,10,0.25,,coop
2863,10,0.25,,coop
2864,10,0.25,,coop
2865,10,0.25,,coop
2866,10,0.25,,coop
2867,10,0.25,,coop
2868,10,0.25,,coop
2869,10,0.25,,coop
2870,10,0.25,,coop
2871,10,0.25,,coop
2872,10,0.25,,coop
2873,10,0.25,,coop
2874,10,0.25,,coop
2875,10,0.25,,coop
2876,10,0.25,,coop
2877,10,0.25,,coop
2878,10,0.25,,coop
2879,10,0.25,,defect
2880,10,0.25,,coop
2881,10,0.25,,coop
2882,10,0.25,,coop
2883,10,0.25,,coop
2884,10,0.25,,coop
2885,10,0.25,,coop
2886,10,0.25,,coop
2887,10,0.25,,coop
2888,10,0.25,,coop
2889,10,0.25,,coop
2890,10,0.25,,coop
2891,10,0.25,,coop
2892,10,0.25,,coop
2893,10,0.25,,coop
2894,10,0.25,,coop
2895,10,0.25,,coop
2896,10,0.25,,coop
2897,10,0.25,,coop
2898,10,0.25,,coop
2899,10,0.25,,coop
2900,10,0.25,,coop
2901,10,0.25,,coop
2902,10,0.25,,coop
2903,10,0.25,,coop
2904,10,0.25,,coop
2905,10,0.25,,coop
2906,10,0.25,,coop
2907,10,0.25,,coop
2908,10,0.25,,coop
2909,10,0.25,,coop
2910,10,0.25,,coop
2911,10,0.25,,coop
2912,10,0.25,,coop
2913,10,0.25,,coop
2914,10,0.25,,coop
2915,10,0.25,,coop
2916,10,0.25,,coop
2917,10,0.25,,coop
2918,10,0.25,,coop
2919,10,0.25,,coop
2920,10,0.25,,defect
2921,10,0.25,,coop
2922,10,0.25,,coop
2923,10,0.25,,coop
2924,10,0.25,,coop
2925,10,0.25,,coop
2926,10,0.25,,coop
2927,10,0.25,,coop
2928,10,0.25,,coop
2929,10,0.25,,coop
2930,10,0.25,,coop
2931,10,0.25,,coop
2932,10,0.25,,coop
2933,10,0.25,,coop
2934,10,0.25,,coop
2935,10,0.25,,coop
2936,10,0.25,,coop
2937,10,0.25,,coop
2938,10,0.25,,coop
2939,10,0.25,,coop
2940,10,0.25,,coop
2941,10,0.25,,coop
2942,10,0.25,,coop
2943,10,0.25,,coop
2944,10,0.25,,coop
2945,10,0.25,,coop
2946,10,0.25,,coop
2947,10,0.25,,coop
2948,10,0.25,,coop
2949,10,0.25,,coop
2950,10,0.25,,coop
2951,10,0.25,,coop
2952,10,0.25,,coop
2953,10,0.25,,coop
2954,10,0.25,,coop
2955,10,0.25,,coop
2956,10,0.25,,coop
2957,10,0.25,,coop
2958,10,0.25,,coop
2959,10,0.25,,coop
2960,10,0.25,,coop
2961,10,0.25,,coop
2962,10,0.25,,coop
2963,10,0.25,,coop
2964,10,0.25,,coop
2965,10,0.25,,coop
2966,10,0.25,,defect
2967,10,0.25,,coop
2968,10,0.25,,coop
2969,10,0.25,,coop
2970,10,0.25,,coop
2971,10,0.25,,coop
2972,10,0.25,,coop
2973,10,0.25,,coop
2974,10,0.25,,coop
2975,10,0.25,,coop
2976,10,0.25,,coop
2977,10,0.25,,coop
2978,10,0.25,,coop
2979,10,0.25,,coop
2980,10,0.25,,coop
2981,10,0.25,,coop
2982,10,0.25,,coop
2983,10,0.25,,coop
2984,10,0.25,,coop
2985,10,0.25,,coop
2986,10,0.25,,coop
2987,10,0.25,,coop
2988,10,0.25,,coop
2989,10,0.25,,coop
2990,10,0.25,,coop
2991,10,0.25,,coop
2992,10,0.25,,coop
2993,10,0.25,,coop
2994,10,0.25,,coop
2995,10,0.25,,coop
2996,10,0.25,,coop
2997,10,0.25,,coop
2998,10,0.25,,defect
2999,10,0.25,,coop
3000,10,4.0,,coop
3001,10,4.0,,defect
3002,10,4.0,,coop
3003,10,4.0,,coop
3004,10,4.0,,coop
3005,10,4.0,,coop
3006,10,4.0,,coop
3007,10,4.0,,coop
3008,10,4.0,,coop
3009,10,4.0,,coop
3010,10,4.0,,defect
3011,10,4.0,,coop
3012,10,4.0,,coop
3013,10,4.0,,coop
3014,10,4.0,,defect
3015,10,4.0,,defect
3016,10,4.0,,coop
3017,10,4.0,,coop
3018,10,4.0,,coop
3019,10,4.0,,defect
3020,10,4.0,,defect
3021,10,4.0,,coop
3022,10,4.0,,coop
3023,10,4.0,,coop
3024,10,4.0,,coop
3025,10,4.0,,coop
3026,10,4.0,,coop
3027,10,4.0,,coop
3028,10,4.0,,defect
3029,10,4.0,,coop
3030,10,4.0,,defect
3031,10,4.0,,coop
3032,10,4.0,,coop
3033,10,4.0,,coop
3034,10,4.0,,coop
3035,10,4.0,,coop
3036,10,4.0,,coop
3037,10,4.0,,coop
3038,10,4.0,,coop
3039,10,4.0,,coop
3040,10,4.0,,coop
3041,10,4.0,,coop
3042,10,4.0,,coop
3043,10,4.0,,coop
3044,10,4.0,,coop
3045,10,4.0,,coop
3046,10,4.0,,coop
3047,10,4.0,,coop
3048,10,4.0,,defect
3049,10,4.0,,defect
3050,10,4.0,,coop
3051,10,4.0,,coop
3052,10,4.0,,coop
3053,10,4.0,,coop
3054,10,4.0,,coop
3055,10,4.0,,coop
3056,10,4.0,,defect
3057,10,4.0,,coop
3058,10,4.0,,coop
3059,10,4.0,,coop
3060,10,4.0,,defect
3061,10,4.0,,coop
3062,10,4.0,,coop
3063,10,4.0,,coop
3064,10,4.0,,coop
3065,10,4.0,,defect
3066,10,4.0,,coop
3067,10,4.0,,coop
3068,10,4.0,,coop
3069,10,4.0,,coop
3070,10,4.0,,coop
3071,10,4.0,,defect
3072,10,4.0,,coop
3073,10,4.0,,coop
3074,10,4.0,,coop
3075,10,4.0,,coop
3076,10,4.0,,coop
3077,10,4.0,,coop
3078,10,4.0,,defect
3079,10,4.0,,coop
3080,10,4.0,,coop
3081,10,4.0,,coop
3082,10,4.0,,coop
3083,10,4.0,,defect
3084,10,4.0,,coop
3085,10,4.0,,coop
3086,10,4.0,,coop
3087,10,4.0,,coop
3088,10,4.0,,coop
3089,10,4.0,,coop
3090,10,4.0,,coop
3091,10,4.0,,coop
3092,10,4.0,,coop
3093,10,4.0,,coop
3094,10,4.0,,defect
3095,10,4.0,,coop
3096,10,4.0,,coop
3097,10,4.0,,coop
3098,10,4.0,,coop
3099,10,4.0,,coop
3100,10,4.0,,coop
3101,10,4.0,,defect
3102,10,4.0,,coop
3103,10,4.0,,coop
3104,10,4.0,,coop
3105,10,4.0,,coop
3106,10,4.0,,coop
3107,10,4.0,,coop
3108,10,4.0,,coop
3109,10,4.0,,defect
3110,10,4.0,,defect
3111,10,4.0,,coop
3112,10,4.0,,coop
3113,10,4.0,,coop
3114,10,4.0,,coop
3115,10,4.0,,defect
3116,10,4.0,,coop
3117,10,4.0,,coop
3118,10,4.0,,defect
3119,10,4.0,,coop
3120,10,4.0,,coop
3121,10,4.0,,coop
3122,10,4.0,,coop
3123,10,4.0,,coop
3124,10,4.0,,coop
3125,10,4.0,,defect
3126,10,4.0,,coop
3127,10,4.0,,coop
3128,10,4.0,,coop
3129,10,4.0,,coop
3130,10,4.0,,coop
3131,10,4.0,,coop
3132,10,4.0,,defect
3133,10,4.0,,coop
3134,10,4.0,,coop
3135,10,4.0,,coop
3136,10,4.0,,coop
3137,10,4.0,,coop
3138,10,4.0,,coop
3139,10,4.0,,coop
3140,10,4.0,,coop
3141,10,4.0,,defect
3142,10,4.0,,coop
3143,10,4.0,,defect
3144,10,4.0,,coop
3145,10,4.0,,coop
3146,10,4.0,,coop
3147,10,4.0,,coop
3148,10,4.0,,coop
3149,10,4.0,,coop
3150,10,4.0,,coop
3151,10,4.0,,coop
3152,10,4.0,,defect
3153,10,4.0,,coop
3154,10,4.0,,coop
3155,10,4.0,,coop
3156,10,4.0,,coop
3157,10,4.0,,coop
3158,10,4.0,,coop
3159,10,4.0,,coop
3160,10,4.0,,coop
3161,10,4.0,,coop
3162,10,4.0,,coop
3163,10,4.0,,coop
3164,10,4.0,,coop
3165,10,4.0,,coop
3166,10,4.0,,coop
3167,10,4.0,,coop
3168,10,4.0,,coop
3169,10,4.0,,coop
3170,10,4.0,,defect
3171,10,4.0,,coop
3172,10,4.0,,coop
3173,10,4.0,,coop
3174,10,4.0,,coop
3175,10,4.0,,coop
3176,10,4.0,,coop
3177,10,4.0,,coop
3178,10,4.0,,coop
3179,10,4.0,,coop
3180,10,4.0,,defect
3181,10,4.0,,defect
3182,10,4.0,,coop
3183,10,4.0,,coop
3184,10,4.0,,defect
3185,10,4.0,,coop
3186,10,4.0,,coop
3187,10,4.0,,coop
3188,10,4.0,,coop
3189,10,4.0,,coop
3190,10,4.0,,coop
3191,10,4.0,,coop
3192,10,4.0,,coop
3193,10,4.0,,coop
3194,10,4.0,,coop
3195,10,4.0,,coop
3196,10,4.0,,coop
3197,10,4.0,,defect
3198,10,4.0,,coop
3199,10,4.0,,coop
3200,10,4.0,,defect
3201,10,4.0,,defect
3202,10,4.0,,coop
3203,10,4.0,,coop
3204,10,4.0,,coop
3205,10,4.0,,coop
3206,10,4.0,,coop
3207,10,4.0,,coop
3208,10,4.0,,coop
3209,10,4.0,,coop
3210,10,4.0,,coop
3211,10,4.0,,coop
3212,10,4.0,,coop
3213,10,4.0,,coop
3214,10,4.0,,coop
3215,10,4.0,,coop
3216,10,4.0,,coop
3217,10,4.0,,coop
3218,10,4.0,,coop
3219,10,4.0,,defect
3220,10,4.0,,coop
3221,10,4.0,,coop
3222,10,4.0,,coop
3223,10,4.0,,coop
3224,10,4.0,,coop
3225,10,4.0,,defect
3226,10,4.0,,defect
3227,10,4.0,,coop
3228,10,4.0,,defect
3229,10,4.0,,coop
3230,10,4.0,,coop
3231,10,4.0,,coop
3232,10,4.0,,coop
3233,10,4.0,,defect
3234,10,4.0,,defect
3235,10,4.0,,coop
3236,10,4.0,,coop
3237,10,4.0,,coop
3238,10,4.0,,coop
3239,10,4.0,,coop
3240,10,4.0,,coop
3241,10,4.0,,coop
3242,10,4.0,,coop
3243,10,4.0,,coop
3244,10,4.0,,defect
3245,10,4.0,,coop
3246,10,4.0,,defect
3247,10,4.0,,coop
3248,10,4.0,,coop
3249,10,4.0,,coop
3250,10,4.0,,coop
3251,10,4.0,,coop
3252,10,4.0,,coop
3253,10,4.0,,coop
3254,10,4.0,,coop
3255,10,4.0,,coop
3256,10,4.0,,defect
3257,10,4.0,,coop
3258,10,4.0,,coop
3259,10,4.0,,coop
3260,10,4.0,,coop
3261,10,4.0,,coop
3262,10,4.0,,coop
3263,10,4.0,,coop
3264,10,4.0,,coop
3265,10,4.0,,coop
3266,10,4.0,,coop
3267,10,4.0,,coop
3268,10,4.0,,coop
3269,10,4.0,,defect
3270,10,4.0,,coop
3271,10,4.0,,defect
3272,10,4.0,,coop
3273,10,4.0,,coop
3274,10,4.0,,defect
3275,10,4.0,,coop
3276,10,4.0,,coop
3277,10,4.0,,coop
3278,10,4.0,,coop
3279,10,4.0,,coop
3280,10,4.0,,coop
3281,10,4.0,,coop
3282,10,4.0,,defect
3283,10,4.0,,coop
3284,10,4.0,,coop
3285,10,4.0,,defect
3286,10,4.0,,coop
3287,10,4.0,,defect
3288,10,4.0,,coop
3289,10,4.0,,defect
3290,10,4.0,,coop
3291,10,4.0,,defect
3292,10,4.0,,coop
3293,10,4.0,,coop
3294,10,4.0,,defect
3295,10,4.0,,coop
3296,10,4.0,,coop
3297,10,4.0,,coop
3298,10,4.0,,coop
3299,10,4.0,,defect
3300,10,4.0,,defect
3301,10,4.0,,defect
3302,10,4.0,,coop
3303,10,4.0,,coop
3304,10,4.0,,coop
3305,10,4.0,,defect
3306,10,4.0,,coop
3307,10,4.0,,defect
3308,10,4.0,,coop
3309,10,4.0,,coop
3310,10,4.0,,defect
3311,10,4.0,,coop
3312,10,4.0,,defect
3313,10,4.0,,defect
3314,10,4.0,,defect
3315,10,4.0,,coop
3316,10,4.0,,coop
3317,10,4.0,,coop
3318,10,4.0,,coop
3319,10,4.0,,coop
3320,10,4.0,,coop
3321,10,4.0,,coop
3322,10,4.0,,coop
3323,10,4.0,,defect
3324,10,4.0,,coop
3325,10,4.0,,coop
3326,10,4.0,,defect
3327,10,4.0,,coop
3328,10,4.0,,coop
3329,10,4.0,,defect
3330,10,4.0,,defect
3331,10,4.0,,coop
3332,10,4.0,,coop
3333,10,4.0,,coop
3334,10,4.0,,coop
3335,10,4.0,,coop
3336,10,4.0,,coop
3337,10,4.0,,defect
3338,10,4.0,,coop
3339,10,4.0,,defect
3340,10,4.0,,coop
3341,10,4.0,,coop
3342,10,4.0,,coop
3343,10,4.0,,coop
3344,10,4.0,,coop
3345,10,4.0,,coop
3346,10,4.0,,coop
3347,10,4.0,,defect
3348,10,4.0,,coop
3349,10,4.0,,coop
3350,10,4.0,,defect
3351,10,4.0,,coop
3352,10,4.0,,coop
3353,10,4.0,,defect
3354,10,4.0,,coop
3355,10,4.0,,coop
3356,10,4.0,,defect
3357,10,4.0,,defect
3358,10,4.0,,coop
3359,10,4.0,,coop
3360,10,4.0,,coop
3361,10,4.0,,coop
3362,10,4.0,,coop
3363,10,4.0,,coop
3364,10,4.0,,coop
3365,10,4.0,,coop
3366,10,4.0,,coop
3367,10,4.0,,coop
3368,10,4.0,,coop
3369,10,4.0,,coop
3370,10,4.0,,coop
3371,10,4.0,,coop
3372,10,4.0,,coop
3373,10,4.0,,coop
3374,10,4.0,,defect
3375,10,4.0,,coop
3376,10,4.0,,coop
3377,10,4.0,,coop
3378,10,4.0,,coop
3379,10,4.0,,coop
3380,10,4.0,,defect
3381,10,4.0,,coop
3382,10,4.0,,coop
3383,10,4.0,,coop
3384,10,4.0,,defect
3385,10,4.0,,coop
3386,10,4.0,,coop
3387,10,4.0,,coop
3388,10,4.0,,coop
3389,10,4.0,,coop
3390,10,4.0,,coop
3391,10,4.0,,defect
3392,10,4.0,,coop
3393,10,4.0,,defect
3394,10,4.0,,coop
3395,10,4.0,,coop
3396,10,4.0,,coop
3397,10,4.0,,coop
3398,10,4.0,,coop
3399,10,4.0,,coop
3400,10,4.0,,coop
3401,10,4.0,,coop
3402,10,4.0,,coop
3403,10,4.0,,coop
3404,10,4.0,,coop
3405,10,4.0,,coop
3406,10,4.0,,coop
3407,10,4.0,,coop
3408,10,4.0,,coop
3409,10,4.0,,coop
3410,10,4.0,,coop
3411,10,4.0,,defect
3412,10,4.0,,defect
3413,10,4.0,,defect
3414,10,4.0,,defect
3415,10,4.0,,coop
3416,10,4.0,,defect
3417,10,4.0,,defect
3418,10,4.0,,defect
3419,10,4.0,,defect
3420,10,4.0,,coop
3421,10,4.0,,coop
3422,10,4.0,,coop
3423,10,4.0,,coop
3424,10,4.0,,defect
3425,10,4.0,,defect
3426,10,4.0,,coop
3427,10,4.0,,defect
3428,10,4.0,,coop
3429,10,4.0,,coop
3430,10,4.0,,coop
3431,10,4.0,,coop
3432,10,4.0,,coop
3433,10,4.0,,coop
3434,10,4.0,,coop
3435,10,4.0,,coop
3436,10,4.0,,coop
3437,10,4.0,,coop
3438,10,4.0,,coop
3439,10,4.0,,coop
3440,10,4.0,,defect
3441,10,4.0,,coop
3442,10,4.0,,coop
3443,10,4.0,,coop
3444,10,4.0,,coop
3445,10,4.0,,defect
3446,10,4.0,,coop
3447,10,4.0,,coop
3448,10,4.0,,coop
3449,10,4.0,,coop
3450,10,4.0,,coop
3451,10,4.0,,coop
3452,10,4.0,,coop
3453,10,4.0,,coop
3454,10,4.0,,coop
3455,10,4.0,,coop
3456,10,4.0,,defect
3457,10,4.0,,coop
3458,10,4.0,,defect
3459,10,4.0,,defect
3460,10,4.0,,coop
3461,10,4.0,,coop
3462,10,4.0,,coop
3463,10,4.0,,coop
3464,10,4.0,,coop
3465,10,4.0,,defect
3466,10,4.0,,defect
3467,10,4.0,,coop
3468,10,4.0,,coop
3469,10,4.0,,coop
3470,10,4.0,,coop
3471,10,4.0,,defect
3472,10,4.0,,coop
3473,10,4.0,,coop
3474,10,4.0,,coop
3475,10,4.0,,defect
3476,10,4.0,,coop
3477,10,4.0,,coop
3478,10,4.0,,coop
3479,10,4.0,,coop
3480,10,4.0,,coop
3481,10,4.0,,coop
3482,10,4.0,,coop
3483,10,4.0,,coop
3484,10,4.0,,defect
3485,10,4.0,,coop
3486,10,4.0,,coop
3487,10,4.0,,coop
3488,10,4.0,,coop
3489,10,4.0,,coop
3490,10,4.0,,defect
3491,10,4.0,,defect
3492,10,4.0,,coop
3493,10,4.0,,coop
3494,10,4.0,,coop
3495,10,4.0,,coop
3496,10,4.0,,defect
3497,10,4.0,,coop
3498,10,4.0,,coop
3499,10,4.0,,defect
3500,10,4.0,,coop
3501,10,4.0,,coop
3502,10,4.0,,coop
3503,10,4.0,,coop
3504,10,4.0,,coop
3505,10,4.0,,coop
3506,10,4.0,,coop
3507,10,4.0,,coop
3508,10,4.0,,coop
3509,10,4.0,,coop
3510,10,4.0,,defect
3511,10,4.0,,coop
3512,10,4.0,,coop
3513,10,4.0,,defect
3514,10,4.0,,coop
3515,10,4.0,,coop
3516,10,4.0,,defect
3517,10,4.0,,coop
3518,10,4.0,,defect
3519,10,4.0,,coop
3520,10,4.0,,defect
3521,10,4.0,,coop
3522,10,4.0,,coop
3523,10,4.0,,coop
3524,10,4.0,,coop
3525,10,4.0,,coop
3526,10,4.0,,coop
3527,10,4.0,,coop
3528,10,4.0,,coop
3529,10,4.0,,coop
3530,10,4.0,,coop
3531,10,4.0,,coop
3532,10,4.0,,coop
3533,10,4.0,,coop
3534,10,4.0,,coop
3535,10,4.0,,defect
3536,10,4.0,,coop
3537,10,4.0,,defect
3538,10,4.0,,coop
3539,10,4.0,,coop
3540,10,4.0,,coop
3541,10,4.0,,coop
3542,10,4.0,,coop
3543,10,4.0,,coop
3544,10,4.0,,coop
3545,10,4.0,,defect
3546,10,4.0,,coop
3547,10,4.0,,coop
3548,10,4.0,,coop
3549,10,4.0,,defect
3550,10,4.0,,coop
3551,10,4.0,,coop
3552,10,4.0,,coop
3553,10,4.0,,coop
3554,10,4.0,,coop
3555,10,4.0,,coop
3556,10,4.0,,defect
3557,10,4.0,,defect
3558,10,4.0,,coop
3559,10,4.0,,coop
3560,10,4.0,,coop
3561,10,4.0,,coop
3562,10,4.0,,coop
3563,10,4.0,,coop
3564,10,4.0,,coop
3565,10,4.0,,defect
3566,10,4.0,,defect
3567,10,4.0,,coop
3568,10,4.0,,coop
3569,10,4.0,,defect
3570,10,4.0,,coop
3571,10,4.0,,defect
3572,10,4.0,,coop
3573,10,4.0,,defect
3574,10,4.0,,coop
3575,10,4.0,,coop
3576,10,4.0,,coop
3577,10,4.0,,defect
3578,10,4.0,,defect
3579,10,4.0,,coop
3580,10,4.0,,coop
3581,10,4.0,,defect
3582,10,4.0,,coop
3583,10,4.0,,coop
3584,10,4.0,,coop
3585,10,4.0,,coop
3586,10,4.0,,defect
3587,10,4.0,,defect
3588,10,4.0,,coop
3589,10,4.0,,coop
3590,10,4.0,,coop
3591,10,4.0,,coop
3592,10,4.0,,coop
3593,10,4.0,,coop
3594,10,4.0,,coop
3595,10,4.0,,coop
3596,10,4.0,,coop
3597,10,4.0,,defect
3598,10,4.0,,coop
3599,10,4.0,,coop
3600,10,4.0,,coop
3601,10,4.0,,coop
3602,10,4.0,,coop
3603,10,4.0,,coop
3604,10,4.0,,coop
3605,10,4.0,,coop
3606,10,4.0,,coop
3607,10,4.0,,coop
3608,10,4.0,,coop
3609,10,4.0,,coop
3610,10,4.0,,defect
3611,10,4.0,,coop
3612,10,4.0,,coop
3613,10,4.0,,coop
3614,10,4.0,,coop
3615,10,4.0,,coop
3616,10,4.0,,coop
3617,10,4.0,,coop
3618,10,4.0,,coop
3619,10,4.0,,coop
3620,10,4.0,,coop
3621,10,4.0,,coop
3622,10,4.0,,coop
3623,10,4.0,,coop
3624,10,4.0,,coop
3625,10,4.0,,coop
3626,10,4.0,,coop
3627,10,4.0,,coop
3628,10,4.0,,defect
3629,10,4.0,,defect
3630,10,4.0,,coop
3631,10,4.0,,coop
3632,10,4.0,,coop
3633,10,4.0,,coop
3634,10,4.0,,coop
3635,10,4.0,,coop
3636,10,4.0,,coop
3637,10,4.0,,defect
3638,10,4.0,,coop
3639,10,4.0,,coop
3640,10,4.0,,coop
3641,10,4.0,,coop
3642,10,4.0,,coop
3643,10,4.0,,coop
3644,10,4.0,,defect
3645,10,4.0,,defect
3646,10,4.0,,coop
3647,10,4.0,,coop
3648,10,4.0,,coop
3649,10,4.0,,coop
3650,10,4.0,,defect
3651,10,4.0,,coop
3652,10,4.0,,coop
3653,10,4.0,,defect
3654,10,4.0,,coop
3655,10,4.0,,coop
3656,10,4.0,,coop
3657,10,4.0,,coop
3658,10,4.0,,coop
3659,10,4.0,,defect
3660,10,4.0,,coop
3661,10,4.0,,coop
3662,10,4.0,,coop
3663,10,4.0,,coop
3664,10,4.0,,coop
3665,10,4.0,,coop
3666,10,4.0,,coop
3667,10,4.0,,defect
3668,10,4.0,,defect
3669,10,4.0,,coop
3670,10,4.0,,coop
3671,10,4.0,,coop
3672,10,4.0,,coop
3673,10,4.0,,coop
3674,10,4.0,,coop
3675,10,4.0,,coop
3676,10,4.0,,coop
3677,10,4.0,,coop
3678,10,4.0,,coop
3679,10,4.0,,defect
3680,10,4.0,,coop
3681,10,4.0,,coop
3682,10,4.0,,defect
3683,10,4.0,,coop
3684,10,4.0,,coop
3685,10,4.0,,coop
3686,10,4.0,,coop
3687,10,4.0,,coop
3688,10,4.0,,coop
3689,10,4.0,,coop
3690,10,4.0,,coop
3691,10,4.0,,coop
3692,10,4.0,,defect
3693,10,4.0,,defect
3694,10,4.0,,coop
3695,10,4.0,,defect
3696,10,4.0,,coop
3697,10,4.0,,coop
3698,10,4.0,,coop
3699,10,4.0,,defect
3700,10,4.0,,coop
3701,10,4.0,,coop
3702,10,4.0,,defect
3703,10,4.0,,defect
3704,10,4.0,,coop
3705,10,4.0,,defect
3706,10,4.0,,coop
3707,10,4.0,,coop
3708,10,4.0,,coop
3709,10,4.0,,defect
3710,10,4.0,,coop
3711,10,4.0,,coop
3712,10,4.0,,coop
3713,10,4.0,,coop
3714,10,4.0,,coop
3715,10,4.0,,defect
3716,10,4.0,,coop
3717,10,4.0,,coop
3718,10,4.0,,coop
3719,10,4.0,,coop
3720,10,4.0,,defect
3721,10,4.0,,coop
3722,10,4.0,,coop
3723,10,4.0,,defect
3724,10,4.0,,coop
3725,10,4.0,,coop
3726,10,4.0,,coop
3727,10,4.0,,defect
3728,10,4.0,,coop
3729,10,4.0,,coop
3730,10,4.0,,defect
3731,10,4.0,,coop
3732,10,4.0,,defect
3733,10,4.0,,coop
3734,10,4.0,,defect
3735,10,4.0,,coop
3736,10,4.0,,coop
3737,10,4.0,,coop
3738,10,4.0,,coop
